,df,sum_sq,mean_sq,F,PR(>F)
C(text_length),2.0,17.308291565364737,8.654145782682368,1.5829391981791312,0.20630137894663614
C(interactive),1.0,5.462004200794961,5.462004200794961,0.9990611167376906,0.3179757452752605
C(text_length):C(interactive),2.0,7.341293564985444,3.670646782492722,0.6714019870458999,0.5114084579592373
Residual,552.0,3017.859736833729,5.46713720440893,,
