,df,sum_sq,mean_sq,F,PR(>F)
C(text_length),2.0,3.170323425214873,1.5851617126074364,0.7806959257675372,0.46138205933734855
C(interactive),1.0,12.458075572181702,12.458075572181702,6.135631945152185,0.015253419258088305
C(text_length):C(interactive),2.0,14.984449492933448,7.492224746466724,3.6899385646149696,0.029107578986121818
Residual,84.0,170.55754931488264,2.0304470156533645,,
