,df,sum_sq,mean_sq,F,PR(>F)
C(text_length),2.0,18.27731198316636,9.13865599158318,1.2934242851829385,0.2751598656421713
C(interactive),1.0,0.8654982437463994,0.8654982437463994,0.12249683632645864,0.7264755891321684
C(text_length):C(interactive),2.0,11.095327693377484,5.547663846688742,0.7851792596140319,0.45654659513641993
Residual,552.0,3900.1417903951206,7.065474257962175,,
